Playlist Id,Channel Id,Time Created,Time Updated,Title,Description,Visibility
PL3-7PEH-Af-bMBGFRWHlO6LaaUCo9CUwv,UCCxFz2c1e0ERs0yWNjskInA,2014-12-21 23:15:45 UTC,2021-02-08 15:03:18 UTC,Pentatonix Christmas ,,Private

Video Id,Time Added
IWosxf3DSGg,2021-02-08 15:03:18 UTC
3vZrdSHtVnE,2021-02-08 15:03:18 UTC
t1n-_zqAYRs,2021-02-08 15:03:18 UTC
jB20945R-cc,2021-02-08 15:03:18 UTC
LIWZi5wAiPc,2021-02-08 15:03:18 UTC
4WDc_aoLp28,2021-02-08 15:03:18 UTC

